Iteration	A_taiwaniana_6137_A	A_taiwaniana_6137_B	A_tenuisecta_sp2_8704_A	A_tenuisecta_sp2_8704_B	A_tenuisecta_sp3_8745_A	A_tenuisecta_sp3_8745_B	C_diaphana_6380_A	C_diaphana_6380_B	C_fragilis_sp1_7009_A	C_fragilis_sp1_7009_B	C_fragilis_sp2_7248_A	C_fragilis_sp2_7248_B	C_montana_7943_A	C_montana_7943_B	C_pellucida_6055_A	C_pellucida_6055_B	C_sudetica_8674_A	C_sudetica_8674_B	C_tasmanica_6379_A	C_tasmanica_6379_B	C_tenuis_6387_A	C_tenuis_6387_B	C_utahensis_6848_A	C_utahensis_6848_B	G_continentale_6979_A	G_continentale_6979_B	G_dryopteris_7981_A	G_dryopteris_7981_B	G_dryopteris_7981_C	G_dryopteris_7981_D	G_oyamense_sp2_8739_A	G_oyamense_sp2_8739_B	G_remotepinnatum_4862_A	G_remotepinnatum_4862_B	G_robertianum_7945_A	G_robertianum_7945_B	xCystocarpium_7974_A	xCystocarpium_7974_B	xCystocarpium_7974_C	xCystocarpium_7974_D
44	6137_copy2	6137_copy1	8704_copy1	8704_copy2	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_BLANK	6379_copy1	6387_copy1	6387_copy2	6848_BLANK	6848_BLANK2	6979_copy2	6979_copy1	7981_copy2	7981_copy1	7981_BLANK2	7981_BLANK	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy2	7974_copy3	7974_copy4	7974_copy1
45	6137_copy2	6137_copy1	8704_copy1	8704_copy2	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_BLANK	6379_copy1	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy2	6979_copy1	7981_copy2	7981_copy1	7981_BLANK	7981_BLANK2	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy2	7974_copy3	7974_copy4	7974_copy1
46	6137_copy2	6137_copy1	8704_copy1	8704_copy2	8745_copy2	8745_copy1	6380_BLANK2	6380_BLANK	7009_copy2	7009_copy1	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_BLANK	6379_copy1	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy2	6979_copy1	7981_copy2	7981_copy1	7981_BLANK	7981_BLANK2	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy2	7974_copy3	7974_copy4	7974_copy1
47	6137_copy2	6137_copy1	8704_copy1	8704_copy2	8745_copy2	8745_copy1	6380_BLANK2	6380_BLANK	7009_copy2	7009_copy1	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy1	6055_copy2	8674_copy1	8674_copy2	6379_BLANK	6379_copy1	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy2	6979_copy1	7981_copy2	7981_copy1	7981_BLANK2	7981_BLANK	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy2	7974_copy3	7974_copy4	7974_copy1
48	6137_copy2	6137_copy1	8704_copy1	8704_copy2	8745_copy2	8745_copy1	6380_BLANK2	6380_BLANK	7009_copy2	7009_copy1	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_BLANK	6379_copy1	6387_copy1	6387_copy2	6848_BLANK	6848_BLANK2	6979_copy2	6979_copy1	7981_copy2	7981_copy1	7981_BLANK2	7981_BLANK	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy2	7974_copy3	7974_copy4	7974_copy1
49	6137_copy2	6137_copy1	8704_copy1	8704_copy2	8745_copy2	8745_copy1	6380_BLANK2	6380_BLANK	7009_copy2	7009_copy1	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_BLANK	6379_copy1	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy2	6979_copy1	7981_copy2	7981_copy1	7981_BLANK2	7981_BLANK	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy2	7974_copy3	7974_copy4	7974_copy1
50	6137_copy2	6137_copy1	8704_copy1	8704_copy2	8745_copy2	8745_copy1	6380_BLANK2	6380_BLANK	7009_copy2	7009_copy1	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_BLANK	6379_copy1	6387_copy1	6387_copy2	6848_BLANK	6848_BLANK2	6979_copy2	6979_copy1	7981_copy2	7981_copy1	7981_BLANK2	7981_BLANK	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy2	7974_copy3	7974_copy4	7974_copy1
51	6137_copy2	6137_copy1	8704_copy1	8704_copy2	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_BLANK	6379_copy1	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy2	6979_copy1	7981_copy2	7981_copy1	7981_BLANK	7981_BLANK2	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy2	7974_copy3	7974_copy4	7974_copy1
52	6137_copy2	6137_copy1	8704_copy1	8704_copy2	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_BLANK	6379_copy1	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy2	6979_copy1	7981_copy2	7981_copy1	7981_BLANK2	7981_BLANK	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy2	7974_copy3	7974_copy4	7974_copy1
53	6137_copy2	6137_copy1	8704_copy1	8704_copy2	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_BLANK	6379_copy1	6387_copy1	6387_copy2	6848_BLANK	6848_BLANK2	6979_copy2	6979_copy1	7981_copy2	7981_copy1	7981_BLANK	7981_BLANK2	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy2	7974_copy3	7974_copy4	7974_copy1
54	6137_copy2	6137_copy1	8704_copy1	8704_copy2	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_BLANK	6379_copy1	6387_copy1	6387_copy2	6848_BLANK	6848_BLANK2	6979_copy2	6979_copy1	7981_copy2	7981_copy1	7981_BLANK	7981_BLANK2	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy2	7974_copy3	7974_copy4	7974_copy1
55	6137_copy2	6137_copy1	8704_copy1	8704_copy2	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_BLANK	6379_copy1	6387_copy1	6387_copy2	6848_BLANK	6848_BLANK2	6979_copy2	6979_copy1	7981_copy2	7981_copy1	7981_BLANK	7981_BLANK2	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy2	7974_copy3	7974_copy4	7974_copy1
56	6137_copy2	6137_copy1	8704_copy1	8704_copy2	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_BLANK	6379_copy1	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy2	6979_copy1	7981_copy2	7981_copy1	7981_BLANK2	7981_BLANK	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy2	7974_copy3	7974_copy4	7974_copy1
57	6137_copy2	6137_copy1	8704_copy1	8704_copy2	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_BLANK	6379_copy1	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy2	6979_copy1	7981_copy2	7981_copy1	7981_BLANK	7981_BLANK2	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy2	7974_copy3	7974_copy4	7974_copy1
58	6137_copy2	6137_copy1	8704_copy1	8704_copy2	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy1	6055_copy2	8674_copy1	8674_copy2	6379_BLANK	6379_copy1	6387_copy1	6387_copy2	6848_BLANK	6848_BLANK2	6979_copy2	6979_copy1	7981_copy2	7981_copy1	7981_BLANK	7981_BLANK2	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy2	7974_copy3	7974_copy4	7974_copy1
59	6137_copy2	6137_copy1	8704_copy1	8704_copy2	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy1	8674_copy2	6379_BLANK	6379_copy1	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy2	6979_copy1	7981_copy2	7981_copy1	7981_BLANK	7981_BLANK2	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy2	7974_copy3	7974_copy4	7974_copy1
60	6137_copy2	6137_copy1	8704_copy1	8704_copy2	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_BLANK	6379_copy1	6387_copy1	6387_copy2	6848_BLANK	6848_BLANK2	6979_copy2	6979_copy1	7981_copy2	7981_copy1	7981_BLANK2	7981_BLANK	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy2	7974_copy3	7974_copy4	7974_copy1
61	6137_copy2	6137_copy1	8704_copy1	8704_copy2	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_BLANK	6379_copy1	6387_copy1	6387_copy2	6848_BLANK	6848_BLANK2	6979_copy2	6979_copy1	7981_copy2	7981_copy1	7981_BLANK2	7981_BLANK	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy2	7974_copy3	7974_copy4	7974_copy1
62	6137_copy2	6137_copy1	8704_copy1	8704_copy2	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_BLANK	6379_copy1	6387_copy1	6387_copy2	6848_BLANK	6848_BLANK2	6979_copy2	6979_copy1	7981_copy2	7981_copy1	7981_BLANK	7981_BLANK2	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy2	7974_copy3	7974_copy4	7974_copy1
63	6137_copy2	6137_copy1	8704_copy1	8704_copy2	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_BLANK	6379_copy1	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy2	6979_copy1	7981_copy2	7981_copy1	7981_BLANK2	7981_BLANK	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy2	7974_copy3	7974_copy4	7974_copy1
64	6137_copy2	6137_copy1	8704_copy1	8704_copy2	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_BLANK	6379_copy1	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy2	6979_copy1	7981_copy2	7981_copy1	7981_BLANK	7981_BLANK2	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy2	7974_copy3	7974_copy4	7974_copy1
65	6137_copy2	6137_copy1	8704_copy1	8704_copy2	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_BLANK	6379_copy1	6387_copy1	6387_copy2	6848_BLANK	6848_BLANK2	6979_copy2	6979_copy1	7981_copy2	7981_copy1	7981_BLANK	7981_BLANK2	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy2	7974_copy3	7974_copy4	7974_copy1
66	6137_copy2	6137_copy1	8704_copy1	8704_copy2	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_BLANK	6379_copy1	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy2	6979_copy1	7981_copy2	7981_copy1	7981_BLANK	7981_BLANK2	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy2	7974_copy3	7974_copy4	7974_copy1
67	6137_copy2	6137_copy1	8704_copy1	8704_copy2	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_BLANK	6379_copy1	6387_copy1	6387_copy2	6848_BLANK	6848_BLANK2	6979_copy2	6979_copy1	7981_copy2	7981_copy1	7981_BLANK2	7981_BLANK	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy2	7974_copy3	7974_copy4	7974_copy1
68	6137_copy2	6137_copy1	8704_copy1	8704_copy2	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_BLANK	6379_copy1	6387_copy1	6387_copy2	6848_BLANK	6848_BLANK2	6979_copy2	6979_copy1	7981_copy2	7981_copy1	7981_BLANK	7981_BLANK2	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy2	7974_copy3	7974_copy4	7974_copy1
69	6137_copy2	6137_copy1	8704_copy1	8704_copy2	8745_copy2	8745_copy1	6380_BLANK2	6380_BLANK	7009_copy2	7009_copy1	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_BLANK	6379_copy1	6387_copy1	6387_copy2	6848_BLANK	6848_BLANK2	6979_copy2	6979_copy1	7981_copy2	7981_copy1	7981_BLANK2	7981_BLANK	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy2	7974_copy3	7974_copy4	7974_copy1
70	6137_copy2	6137_copy1	8704_copy1	8704_copy2	8745_copy2	8745_copy1	6380_BLANK2	6380_BLANK	7009_copy2	7009_copy1	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_BLANK	6379_copy1	6387_copy1	6387_copy2	6848_BLANK	6848_BLANK2	6979_copy2	6979_copy1	7981_copy2	7981_copy1	7981_BLANK	7981_BLANK2	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy2	7974_copy3	7974_copy4	7974_copy1
71	6137_copy2	6137_copy1	8704_copy1	8704_copy2	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy1	6055_copy2	8674_copy1	8674_copy2	6379_BLANK	6379_copy1	6387_copy1	6387_copy2	6848_BLANK	6848_BLANK2	6979_copy2	6979_copy1	7981_copy2	7981_copy1	7981_BLANK	7981_BLANK2	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy2	7974_copy3	7974_copy4	7974_copy1
72	6137_copy2	6137_copy1	8704_copy1	8704_copy2	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_BLANK	6379_copy1	6387_copy1	6387_copy2	6848_BLANK	6848_BLANK2	6979_copy2	6979_copy1	7981_copy2	7981_copy1	7981_BLANK2	7981_BLANK	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy2	7974_copy3	7974_copy4	7974_copy1
73	6137_copy2	6137_copy1	8704_copy1	8704_copy2	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_BLANK	6379_copy1	6387_copy1	6387_copy2	6848_BLANK	6848_BLANK2	6979_copy2	6979_copy1	7981_copy2	7981_copy1	7981_BLANK2	7981_BLANK	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy2	7974_copy3	7974_copy4	7974_copy1
74	6137_copy2	6137_copy1	8704_copy1	8704_copy2	8745_copy2	8745_copy1	6380_BLANK2	6380_BLANK	7009_copy2	7009_copy1	7248_copy1	7248_copy2	7943_copy1	7943_copy2	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_BLANK	6379_copy1	6387_copy1	6387_copy2	6848_BLANK	6848_BLANK2	6979_copy2	6979_copy1	7981_copy2	7981_copy1	7981_BLANK	7981_BLANK2	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy2	7974_copy3	7974_copy4	7974_copy1
75	6137_copy2	6137_copy1	8704_copy1	8704_copy2	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_BLANK	6379_copy1	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy2	6979_copy1	7981_copy2	7981_copy1	7981_BLANK2	7981_BLANK	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy2	7974_copy3	7974_copy4	7974_copy1
76	6137_copy2	6137_copy1	8704_copy1	8704_copy2	8745_copy2	8745_copy1	6380_BLANK2	6380_BLANK	7009_copy2	7009_copy1	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_BLANK	6379_copy1	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy2	6979_copy1	7981_copy2	7981_copy1	7981_BLANK	7981_BLANK2	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy2	7974_copy3	7974_copy4	7974_copy1
77	6137_copy2	6137_copy1	8704_copy1	8704_copy2	8745_copy2	8745_copy1	6380_BLANK2	6380_BLANK	7009_copy2	7009_copy1	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_BLANK	6379_copy1	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy2	6979_copy1	7981_copy2	7981_copy1	7981_BLANK2	7981_BLANK	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy2	7974_copy3	7974_copy4	7974_copy1
78	6137_copy2	6137_copy1	8704_copy1	8704_copy2	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_BLANK	6379_copy1	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy2	6979_copy1	7981_copy2	7981_copy1	7981_BLANK2	7981_BLANK	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy2	7974_copy3	7974_copy4	7974_copy1
79	6137_copy2	6137_copy1	8704_copy1	8704_copy2	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_BLANK	6379_copy1	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy2	6979_copy1	7981_copy2	7981_copy1	7981_BLANK	7981_BLANK2	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy2	7974_copy3	7974_copy4	7974_copy1
80	6137_copy2	6137_copy1	8704_copy1	8704_copy2	8745_copy2	8745_copy1	6380_BLANK2	6380_BLANK	7009_copy2	7009_copy1	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_BLANK	6379_copy1	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy2	6979_copy1	7981_copy2	7981_copy1	7981_BLANK2	7981_BLANK	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy2	7974_copy3	7974_copy4	7974_copy1
81	6137_copy2	6137_copy1	8704_copy1	8704_copy2	8745_copy2	8745_copy1	6380_BLANK2	6380_BLANK	7009_copy2	7009_copy1	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_BLANK	6379_copy1	6387_copy1	6387_copy2	6848_BLANK	6848_BLANK2	6979_copy2	6979_copy1	7981_copy2	7981_copy1	7981_BLANK2	7981_BLANK	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy2	7974_copy3	7974_copy4	7974_copy1
82	6137_copy2	6137_copy1	8704_copy1	8704_copy2	8745_copy2	8745_copy1	6380_BLANK2	6380_BLANK	7009_copy2	7009_copy1	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_BLANK	6379_copy1	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy2	6979_copy1	7981_copy2	7981_copy1	7981_BLANK	7981_BLANK2	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy2	7974_copy3	7974_copy4	7974_copy1
83	6137_copy2	6137_copy1	8704_copy1	8704_copy2	8745_copy2	8745_copy1	6380_BLANK2	6380_BLANK	7009_copy2	7009_copy1	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy1	6055_copy2	8674_copy1	8674_copy2	6379_BLANK	6379_copy1	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy2	6979_copy1	7981_copy2	7981_copy1	7981_BLANK2	7981_BLANK	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy2	7974_copy3	7974_copy4	7974_copy1
84	6137_copy2	6137_copy1	8704_copy1	8704_copy2	8745_copy2	8745_copy1	6380_BLANK2	6380_BLANK	7009_copy2	7009_copy1	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy1	6055_copy2	8674_copy1	8674_copy2	6379_BLANK	6379_copy1	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy2	6979_copy1	7981_copy2	7981_copy1	7981_BLANK2	7981_BLANK	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy2	7974_copy3	7974_copy4	7974_copy1
85	6137_copy2	6137_copy1	8704_copy1	8704_copy2	8745_copy2	8745_copy1	6380_BLANK2	6380_BLANK	7009_copy2	7009_copy1	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_BLANK	6379_copy1	6387_copy1	6387_copy2	6848_BLANK	6848_BLANK2	6979_copy2	6979_copy1	7981_copy2	7981_copy1	7981_BLANK	7981_BLANK2	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy2	7974_copy3	7974_copy4	7974_copy1
86	6137_copy2	6137_copy1	8704_copy1	8704_copy2	8745_copy2	8745_copy1	6380_BLANK2	6380_BLANK	7009_copy2	7009_copy1	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_BLANK	6379_copy1	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy2	6979_copy1	7981_copy2	7981_copy1	7981_BLANK2	7981_BLANK	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy2	7974_copy3	7974_copy4	7974_copy1
87	6137_copy2	6137_copy1	8704_copy1	8704_copy2	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_BLANK	6379_copy1	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy2	6979_copy1	7981_copy2	7981_copy1	7981_BLANK	7981_BLANK2	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy2	7974_copy3	7974_copy4	7974_copy1
88	6137_copy2	6137_copy1	8704_copy1	8704_copy2	8745_copy2	8745_copy1	6380_BLANK	6380_BLANK2	7009_copy2	7009_copy1	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_BLANK	6379_copy1	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy2	6979_copy1	7981_copy2	7981_copy1	7981_BLANK2	7981_BLANK	8739_copy2	8739_copy1	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy2	7974_copy3	7974_copy4	7974_copy1
89	6137_copy2	6137_copy1	8704_copy1	8704_copy2	8745_copy2	8745_copy1	6380_BLANK2	6380_BLANK	7009_copy2	7009_copy1	7248_copy1	7248_copy2	7943_copy2	7943_copy1	6055_copy2	6055_copy1	8674_copy1	8674_copy2	6379_BLANK	6379_copy1	6387_copy1	6387_copy2	6848_BLANK2	6848_BLANK	6979_copy2	6979_copy1	7981_copy2	7981_copy1	7981_BLANK	7981_BLANK2	8739_copy1	8739_copy2	4862_copy1	4862_copy2	7945_copy2	7945_copy1	7974_copy2	7974_copy3	7974_copy4	7974_copy1
